59279	23.18	112.87	25		32	三水	广东	广东	广东
59304	23.63	115.18	177.6	32	紫金	广东	广东	广东
59318	23.27	116.58	6.7		32	潮阳	广东	广东	广东
59469	22.17	111.78	38.6	32	阳春	广东	广东	广东
59480	22.85	113.25	22.4	32	顺德	广东	广东	广东
59750	20.97	110.07	34.1	32	雷州	广东	广东	广东
59074	24.57	112.15	301.4	32	连山	广东	广东	广东
59264	23.40	111.50	84.3	32	封开	广东	广东	广东
59294	23.33	113.83	31.5	32	增城	广东	广东	广东
59500	22.97	115.32	7.3		32	海丰	广东	广东	广东
59502	22.95	115.65	6.4		32	陆丰	广东	广东	广东
59659	21.75	110.92	34.1	32	茂名	广东	广东	广东
59288	23.05	113.13	4		32	南海	广东	广东	广东
59431	22.63	108.22	122.6	1	南宁	广西	广西	广西
57957	25.32	110.30	165.6	2	桂林	广西	广西	广西
59265	23.48	111.30	116		2	梧州	广西	广西	广西
59644	21.45	109.13	14		2	北海	广西	广西	广西
59023	24.70	108.03	261.2	4	河池	广西	广西	广西
59046	24.37	109.47	306.0	4	柳州	广西	广西	广西
59417	22.33	106.85	129.7	4	龙州	广西	广西	广西
57947	25.22	109.40	122.5	16	融安	广西	广西	广西
59021	24.55	107.03	510.6	16	凤山	广西	广西	广西
59058	24.20	110.52	146.9	16	蒙山	广西	广西	广西
59065	24.42	111.53	109.9	16	贺州	广西	广西	广西
59218	23.10	106.45	724.7	16	靖西	广西	广西	广西
59228	23.32	107.58	110		16	平果	广西	广西	广西
59242	23.77	109.15	86.1	16	来宾	广西	广西	广西
59254	23.40	110.08	43.8	16	桂平	广西	广西	广西
59446	22.42	109.30	67.8	16	灵山	广西	广西	广西
59453	22.65	110.17	83		16	玉林	广西	广西	广西
59626	21.53	107.97	23.3	16	东兴	广西	广西	广西
59632	21.95	108.62	5.8		16	钦州	广西	广西	广西
59211	23.90	106.60	174.7	2	百色	广西	广西	广西
57927	24.97	107.18	288.5	32	天峨	广西	广西	广西
57941	25.78	109.60	198.4	32	三江	广西	广西	广西
57942	25.80	110.00	269.2	32	龙胜	广西	广西	广西
57949	24.98	110.00	158		32	永福	广西	广西	广西
57954	25.23	110.18	158.8	32	临桂	广西	广西	广西
57955	25.62	110.67	225.2	32	兴安	广西	广西	广西
57956	25.42	110.32	169.1	32	灵川	广西	广西	广西
57960	25.93	111.07	196.8	32	全州	广西	广西	广西
57964	25.50	111.15	264.3	32	灌阳	广西	广西	广西
59001	24.78	105.33	673.4	32	隆林	广西	广西	广西
59004	24.50	105.10	727.1	32	西林	广西	广西	广西
59012	24.78	106.55	973.4	32	乐业	广西	广西	广西
59015	24.35	106.57	439.1	32	凌云	广西	广西	广西
